id,classification,name,kj,protein,fat,carbs
F006107,22201,"Nut, peanut, with skin, raw, unsalted","2,376",24.7,47.1,8.9
F006108,22201,"Nut, peanut, with skin, roasted, with oil, salted","2,635",24.4,51.7,14.4
F006109,22201,"Nut, peanut, without skin, roasted, with oil, salted","2,667",25.1,52.8,14.1
F006110,22201,"Nut, peanut, without skin, roasted, with oil, unsalted","2,667",25.1,52.8,14.1
F006111,22204,"Nut, pecan, raw, unsalted","2,973",9.8,71.9,4.9
F006112,22204,"Nut, pine, raw, unsalted","2,925",13,70,4.5
F006113,22204,"Nut, pistachio, raw, unsalted","2,542",19.7,50.6,15.8
F006116,22204,"Nut, walnut, raw, unsalted","2,904",14.4,69.2,3
F007502,22102,"Psyllium, uncooked",826,3,1.3,1
F008209,22101,"Seed, chia, dried","1,825",23.8,29.8,3.1
F008210,22101,"Seed, linseed or flaxseed","1,883",21.6,32.6,2.8
F008211,22101,"Seed, poppy","2,143",18,41.6,8.6
F008212,22101,"Seed, pumpkin, hulled & dried","2,249",30.2,45,2.1
F008215,22101,"Seed, sunflower","2,362",24.7,48.3,3.1
F009076,22102,"Tahini, sesame seed pulp","2,717",20.4,60.7,1
F009533,22101,"Wattle seed (acacia), ground","1,183",20.3,6.1,10.5
F000386,15101,"Barramundi, aquacultured, fillet, raw",523,19.2,5.3,0
F000385,15101,"Barramundi, aquacultured, fillet, grilled, no added fat",717,26.4,7.3,0
F000387,15101,"Barramundi, aquacultured, fillet, steamed with no added fat",623,22.9,6.3,0
F000402,15101,"Bassa, fillet, raw",332,15.7,1.8,0
F000401,15101,"Bassa (basa), fillet, baked, no added fat",455,21.5,2.4,0
F000403,15101,"Bassa (basa), fillet, steamed, no added fat",396,18.7,2.1,0
F001277,15101,"Blue grenadier, flesh, raw",307,15.2,1.2,0.2
F001276,15101,"Blue grenadier, flesh, baked, no added fat",427,22,1.3,0.3
F001278,15101,"Blue grenadier, flesh, steamed, no added fat",399,20.6,1.2,0.3
F001884,15101,"Bream, fillet, raw",521,19.6,5.1,0
F001881,15101,"Bream, fillet, baked, no added fat",714,26.8,7,0
F001885,15101,"Bream, fillet, steamed, no added fat",581,22.4,5.4,0
F003973,15101,"Flathead, flesh, raw",395,21.1,1,0
F003970,15101,"Flathead, flesh, baked, no added fat",541,28.8,1.4,0
F003974,15101,"Flathead, flesh, steamed, no added fat",487,26.1,1.2,0
F004202,15101,"Gemfish, flesh, raw",335,14,2.6,0.1
F004201,15101,"Gemfish, flesh, baked, no added fat",460,19.2,3.6,0.1
F004203,15101,"Gemfish, flesh, steamed, no added fat",569,26.4,3.1,0.3
F004811,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, raw",858,22.9,12.7,0
F004810,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, grilled, no added fat","1,175",31.3,17.4,0
F004812,15101,"Kingfish, yellowtail, aquacultured, fillet, with skin, steamed, no added fat","1,021",27.2,15.1,0
F005268,15101,"Mackerel, raw",561,19.3,6.3,0
F005267,15101,"Mackerel, grilled, no added fat",768,26.4,8.6,0
F005270,15101,"Mackerel, steamed, no added fat",668,23,7.5,0
F005659,15101,"Milkfish, aquacultured, flesh, raw",795,23.4,10.7,0
F005658,15101,"Milkfish, aquacultured, flesh, grilled, no added fat","1,089",32,14.7,0
F005660,15101,"Milkfish, aquacultured, flesh, steamed, no added fat",946,27.8,12.8,0
F005824,15101,"Morwong, fillet, raw",544,19.4,5.8,0
F005823,15101,"Morwong, fillet, grilled, no added fat",745,26.5,7.9,0
F005825,15101,"Morwong, fillet, steamed, no added fat",528,23,3.7,0
F005922,15101,"Mullet, yelloweye, fillet, raw",549,19.2,6,0
F005921,15101,"Mullet, yelloweye, fillet, baked, no added fat",752,26.4,8.2,0
F005923,15101,"Mullet, yelloweye, fillet, steamed, no added fat",559,22,5,0
F005930,15101,"Mulloway, flesh, raw",435,20.6,2.3,0
F005926,15101,"Mulloway, flesh, baked, no added fat",595,28.2,3.2,0
F005932,15101,"Mulloway, flesh, steamed, no added fat",540,23.2,3.9,0
F007827,15101,"Salmon, Atlantic, fillet, raw",965,20.5,16.7,0
F007826,15101,"Salmon, Atlantic, fillet, grilled, no added fat","1,078",22.9,18.6,0
F007828,15101,"Salmon, Atlantic, fillet, steamed, no added fat","1,135",24.1,19.6,0
F007849,15101,"Salmon, Pacific King, fillet, skinless, raw","1,149",18.1,22.8,0
F007848,15101,"Salmon, Pacific King, fillet, skinless, grilled, no added fat","1,284",20.2,25.4,0
F007850,15101,"Salmon, Pacific King, fillet, steamed, no added fat","1,352",21.3,26.8,0
F007973,15101,"Sardine, Australian, whole, raw",442,19.7,2.9,0
F007972,15101,"Sardine, Australian, whole, fried, no added fat",444,22,1.9,0
F008775,15101,"Sprat, blue, wild caught, flesh, skin & bones, raw",378,18.7,1.6,0
F008774,15101,"Sprat, blue, wild caught, flesh, skin & bones, fried, no added fat",444,22,1.9,0
F008237,15101,"Shark, fillet, without skin, raw",434,24.6,0.4,0
F008236,15101,"Shark, fillet, without skin, baked, no added fat",595,33.8,0.6,0
F008238,15101,"Shark, fillet, without skin, steamed, no added fat",488,27.7,0.5,0
F008233,15501,"Shark, battered, deep-fried, takeaway outlet","1,090",15.5,14.5,16.5
F008263,15101,"Silver perch, aquacultured, raw",924,19.5,16,0
F008258,15101,"Silver perch, aquacultured, baked, no added fat","1,266",26.7,22,0
F008264,15101,"Silver perch, aquacultured, steamed, no added fat","1,100",23.2,19.1,0
F008359,15101,"Snapper, fillet, raw",404,20.3,1.6,0
F008358,15101,"Snapper, fillet, baked, no added fat",554,27.8,2.2,0
F008360,15101,"Snapper, fillet, steamed, no added fat",554,27.8,2.2,0
F009163,15101,"Tilapia, fillet, raw",477,18.5,4.4,0
F009161,15101,"Tilapia, fillet, baked, no added fat",654,25.3,6,0
F009164,15101,"Tilapia, fillet, steamed, no added fat",568,22,5.2,0
F009268,15101,"Trout, ocean, aquacultured, fillet, without skin, raw","1,205",17.4,24.6,0
F009267,15101,"Trout, ocean, aquacultured, fillet, without skin, baked, no added fat","1,651",23.8,33.7,0
F009269,15101,"Trout, ocean, aquacultured, fillet, without skin, steamed, no added fat","1,435",20.7,29.3,0
F009271,15101,"Trout, rainbow, aquacultured, raw",645,19.6,8.4,0
F009270,15101,"Trout, rainbow, aquacultured, baked, no added fat",883,26.8,11.6,0
F009273,15101,"Trout, rainbow, aquacultured, steamed, no added fat",767,23.3,10,0
F009303,15101,"Tuna, yellowfin, flesh, raw",435,23.4,1,0
F009302,15101,"Tuna, yellowfin, flesh, baked, no added fat",596,32,1.4,0
F009304,15101,"Tuna, yellowfin, flesh, steamed, no added fat",518,27.8,1.2,0
F009560,15101,"Whiting, King George, flesh, raw",362,19.8,0.7,0
F009557,15101,"Whiting, King George, flesh, baked, no added fat",517,28.2,1,0
F009561,15101,"Whiting, King George, flesh, steamed, no added fat",437,23.3,1.1,0
F003920,15302,"Fish, eel, raw",745,18.4,11.7,0
F003950,15501,"Fish, white flesh, battered, packaged frozen, baked, no added fat",820,12.2,7,20.6
F003954,15501,"Fish, white flesh, crumbed, packaged frozen, baked, no added fat",856,11.8,10,16.7
F003907,15501,"Fish, battered or crumbed, from takeaway outlet, deep fried, blended frying fat, ready to eat","1,006",15.2,13.2,15.2
F000002,15202,"Abalone, black lip, aquacultured, raw",332,16.2,0.8,1.6
F000003,15202,"Abalone, black lip, wild, raw",380,19.4,0.6,1.6
F000005,15202,"Abalone, green lip, aquacultured, raw",345,17.1,0.8,1.6
F000006,15202,"Abalone, green lip, wild, raw",363,18.7,0.5,1.6
F000004,15202,"Abalone, brown lip, wild, raw",352,17.8,0.6,1.6
F003243,15201,"Crab, flesh, purchased steamed or boiled",370,20.2,0.7,0
F005228,15201,"Lobster, southern rock, wild, flesh, raw",370,20.2,0.7,0
F005227,15201,"Lobster, southern rock, wild, flesh, purchased steamed or boiled",411,22.5,0.8,0
F005968,15202,"Mussel, blue, steamed",438,16,2.3,4.7
F006150,15202,"Octopus, raw",292,14.9,1,0
F006146,15202,"Octopus, boiled, no added fat",324,16.6,1.2,0
F006288,15202,"Oyster, native, aquacultured, raw",191,7.3,1.5,0.6
F006289,15202,"Oyster, Pacific, aquacultured, raw",279,10.8,2.2,0.6
F006291,15202,"Oyster, Sydney rock, aquacultured, raw",298,10.6,2.9,0.6
F006285,15202,"Oyster, aquacultured, raw",268,10.1,2.3,0.6
F007422,15201,"Prawn, banana, wild, flesh, raw",247,13.2,0.6,0
F007421,15201,"Prawn, banana, aquacultured, purchased cooked",428,23.2,0.9,0
F007424,15201,"Prawn, brown tiger, wild, flesh, raw",432,23.4,0.9,0
F007423,15201,"Prawn, black tiger, aquacultured, purchased cooked",383,20.2,1.1,0
F007431,15201,"Prawn, endeavour, wild, flesh, raw",408,22.4,0.7,0
F007451,15201,"Prawn, school, wild, flesh, raw",345,17.8,1.1,0
F007454,15201,"Prawn, Western king, wild, flesh, raw",437,23.9,0.8,0
F007433,15201,"Prawn, flesh, raw (green)",381,20.7,0.8,0
F007432,15201,"Prawn, flesh, cooked from raw, no added fat",507,27.1,1.2,0
F008166,15202,"Scallop, raw",351,15.6,0.8,3.4
F008165,15202,"Scallop, fried, no added fat",439,19.5,1,4.2
F008828,15202,"Squid or calamari, raw",328,16.7,1.2,0
F008825,15202,"Squid or calamari, fried, no added fat",410,20.9,1.5,0
F000074,15401,"Anchovy, canned in oil, drained",762,25.4,8.9,0
F003009,15102,"Cod, smoked, raw",356,18.8,1,0
F003003,15102,"Cod or hake, smoked, steamed",396,20.1,1.5,0
F003897,15501,"Fish finger, crumbed, purchased frozen, raw",924,12.1,11.6,16.6
F003896,15501,"Fish finger, crumbed, purchased frozen, grilled, no added fat","1,050",13.8,13.2,18.9
F007853,15401,"Salmon, pink, canned in brine, drained",579,20.7,6.2,0
F007847,15401,"Salmon, flavoured, canned, undrained",538,15.5,5,5.5
F007860,15401,"Salmon, red, canned in brine, drained",617,24.4,5.5,0
F007864,15102,"Salmon, smoked, sliced",787,24.3,10.1,0
F009285,15401,"Tuna, canned in brine, drained",540,26.1,2.6,0
F009803,,"Bar, snack, oat based, baked","1,910",8,26.7,44.8
F009293,15401,"Tuna, flavoured, canned in oil, drained",577,18,5.8,3.3
F000333,28302,"Bar, muesli, plain or with dried fruit","1,586",8.3,11.5,59.2
F009804,28201,"Ball, snack, date based","1,389",8.8,11.7,45
F000344,28302,"Bar, muesli, with nuts","1,861",9.4,19.9,54.2
F009801,28202,"Bar, snack, with >55% nuts","2,163",18.8,34.6,31
F009802,28301,"Bar, snack, with >35% nuts, added protein","1,982",25,31.9,20.8
F000337,28303,"Bar, muesli, plain or with dried fruit, chocolate-coated","1,653",6.1,11.5,64.1
F000339,28303,"Bar, muesli, plain or with dried fruit, yoghurt-coated","1,675",6.6,14,59.5
F000368,28304,"Bar, snack, fruit filled, baked","1,400",3.9,3,71.1
F003198,26201,"Corn chips, plain, toasted, salted","2,053",7.5,25,56
F003802,26301,"Extruded snack, cheese flavoured","2,038",8.8,25.8,53.5
F004248,26301,"Snack, grain based, extruded, flavoured","1,934",7.4,22.6,54.2
F006030,26401,"Noodle snack, wheat, flavoured, dry","2,080",10.4,23.6,60
F006844,26202,"Popcorn, commercial, butter flavoured, salted","2,053",9.1,26.5,49.6
F007193,26101,"Potato crisps or chips, plain, salted","2,140",6,33.3,45.8
F007201,26101,"Potato crisps or chips, salt & vinegar flavoured","2,097",6.8,32.6,43.6
F007189,26101,"Potato crisps or chips, flavoured (other than salt & vinegar)","2,092",6.8,32.5,43.6
F007198,26101,"Potato crisps or chips, reformed, salted","2,314",5.7,34.1,55.1
F009836,24102,"Vegetable crisps or chips, sweet potato & taro, flavoured","2,051",3,31.1,47.7
F007204,26101,"Potato straws, French fries, plain","2,165",6.9,31,51.6
F009073,26201,"Taco shell, from corn flour, plain","1,948",6.8,21.8,56.3
F008509,21201,"Soup, broth style, with meat, instant dry mix","1,350",4.8,3.3,65.7
F008508,21201,"Soup, broth style, with meat & noodles, instant dry mix","1,520",10.8,6.3,64.1
F008513,21301,"Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water",79,0.7,0.2,3.4
F008571,21202,"Soup, cream variety, instant dry mix","1,628",5.3,13.2,59.1
F008670,21202,"Soup, vegetable, instant dry mix","1,201",6.7,2.1,58.3
F008661,21202,"Soup, vegetable & noodle, instant dry mix","1,514",8.7,6.3,65.5
F000279,28102,"Bar, cherry & coconut centre, dark chocolate-coated","1,785",4.4,22.4,52.6
F000285,28102,"Bar, coconut cream centre, milk chocolate-coated","1,778",4.5,22.4,52.1
F000296,28103,"Bar, honeycomb centre, milk chocolate-coated","1,772",2.6,16.2,70
F000348,28103,"Bar, nougat & caramel centre, milk chocolate-coated","1,712",5.2,17.2,62.6
F002916,28101,"Chocolate, compound, cooking","2,140",4,30.3,57
F002921,28101,"Chocolate, dark, high cocoa solids","2,202",3.9,30.1,62.6
F009837,281,"Chocolate, dark, no added sugar","2,118",6.9,38.3,32.1
F002929,28101,"Chocolate, milk","2,178",7.6,30.5,56
F002934,28103,"Chocolate, milk, fondant or caramel filled","2,002",6,24.7,61.4
F002937,28102,"Chocolate, milk, with dried fruit & nuts","2,080",7.8,27.9,55.3
F002939,28102,"Chocolate, milk, with nuts","2,325",9.9,39.5,40.7
F002946,28101,"Chocolate, white","2,273",7.1,34.5,54.6
F003097,28102,"Confectionery, almond, chocolate-coated","2,209",9.4,33.5,48.4
F003100,28103,"Confectionery, chocolate centre, sugar-coated","2,032",4.8,18.8,76.7
F003105,28102,"Confectionery, dried fruit & nuts, chocolate-coated","2,083",9.7,29.5,49.4
F003114,28102,"Confectionery, peanut, chocolate-coated","2,334",13.3,37.7,41.9
F003118,28103,"Confectionery, sultana, chocolate-coated","1,913",6.1,21.4,61.7
F002953,23201,"Chutney or relish, commercial",752,0.5,0.3,43.1
F004600,27201,"Jam, berry","1,100",0.3,0,67.3
F004607,27201,"Jam, stone fruit","1,050",0.2,0,64.4
F004604,27201,"Jam, plum","1,050",0.2,0,64.4
F005421,27201,"Marmalade, orange","1,060",0.1,0,65.5
F008777,27204,"Spread, hazelnut & chocolate flavoured","2,192",6.8,30.3,57.8
F004219,27102,"Glucose, liquid or syrup","1,268",0,0,87.5
F004380,27102,Honey,"1,162",0.3,0,72.3
F008969,27101,"Sugar, brown","1,552",0.2,0,96.8
F008973,27101,"Sugar, raw","1,597",0,0,99.8
F008976,27101,"Sugar, white, granulated or lump","1,600",0,0,100
F008980,27101,"Sugar, white, icing","1,600",0,0,100
F008981,27101,"Sugar, white, icing mixture","1,598",0,0,99.6
F009049,27102,"Syrup, golden","1,203",0.2,0,74.9
F009052,27102,"Syrup, maple, pure","1,082",0,0.1,67
F002257,28401,"Caramels, soft & hard","1,620",2.5,11.4,74.5
F004611,27301,"Jelly crystals, sugar sweetened, all flavours","1,582",7.1,0,90.7
F004615,27301,"Jelly, sugar sweetened, all flavours, prepared",230,1,0,13.2
F005214,28401,"Liquorice, black","1,283",5.7,0.8,70.3
F005213,28401,"Liquorice, allsorts","1,473",2.3,0.3,88.1
F005215,28103,"Liquorice, chocolate-coated","1,552",6.3,9.7,66
F005235,28401,"Lolly, hard varieties","1,566",0,0,98.4
F005236,28401,"Lolly, jelly varieties","1,260",3.9,0,75.1
F005241,28401,"Lolly, mint flavoured, sugar sweetened","1,588",0.1,2,93.3
F005522,27301,"Meringue, all flavours, commercial","1,538",2.6,1.4,90.1
F000144,24402,"Artichoke, globe, raw",145,2.8,0.2,1.3
F000142,24402,"Artichoke, globe, boiled, drained",170,3.3,0.2,1.5
F000146,24302,"Artichoke, jerusalem, peeled, raw",245,2.1,0.1,10.5
F000145,24302,"Artichoke, jerusalem, peeled, boiled, drained",263,2.2,0.1,11.3
F000141,24402,"Artichoke heart, canned in brine, drained",104,1.9,0.3,1.2
F000155,24402,"Asparagus, green, raw",88,2.5,0.1,1.4
F000151,24402,"Asparagus, green, boiled, drained",104,2.9,0.1,1.6
F000149,24402,"Asparagus, canned in brine, drained",101,1.9,0.1,1.5
F000162,24705,"Avocado, raw",579,1.6,13.2,0.2
F000253,24402,"Bamboo shoot, canned in water, heated, drained",57,0.8,0,1.3
F000396,24403,"Basil, green, fresh, raw",94,2.6,0.5,0.2
F000419,24502,"Bean, broad, fresh, raw",235,6.9,0.5,2.2
F000418,24502,"Bean, broad, fresh, boiled, drained",252,7.4,0.5,2.4
F000422,24502,"Bean, butter, fresh, raw",104,2.3,0.2,2.3
F000421,24502,"Bean, butter, fresh, boiled, drained",112,2.5,0.2,2.5
F000431,24502,"Bean, green, fresh, raw",106,1.8,0,3.3
F000430,24502,"Bean, green, fresh, boiled, drained",114,1.9,0,3.5
F000434,24502,"Bean, green, frozen, boiled, drained",108,1.4,0.2,2.8
F001015,24302,"Beetroot, fresh, purple, peeled, raw",201,1.9,0.1,8.4
F001013,24302,"Beetroot, fresh, purple, peeled, baked, no added fat",246,2.3,0.1,10.2
F001014,24302,"Beetroot, fresh, purple, peeled, boiled, drained",216,2,0.1,9
F001010,24302,"Beetroot, canned in brine, drained",184,1.2,0,8.7
F001301,24201,"Bok choy, raw",79,2.5,0.2,0.6
F001300,24201,"Bok choy, fried, no added fat",113,3.6,0.3,0.8
F001302,24201,"Bok choy, steamed",82,2.6,0.2,0.6
F001905,24202,"Broccoli, fresh, raw",131,4.7,0.3,0.4
F001904,24202,"Broccoli, fresh, microwaved",112,3.2,0.4,1.3
F001900,24202,"Broccoli, fresh, boiled, drained",100,2.9,0.3,1.2
F001899,24202,"Broccoli, fresh, baked, no added fat",160,5.7,0.4,0.5
F001909,24202,"Broccolini, fresh, raw",122,3.2,0.4,2
F001908,24202,"Broccolini, fresh, boiled, drained",127,3.3,0.4,2.1
F001914,24201,"Brussels sprout, fresh, raw",150,3.8,0.3,2.1
F001913,24201,"Brussels sprout, fresh, boiled, drained",156,4,0.3,2.2
F001996,24201,"Cabbage, Chinese, raw",44,1.1,0,0.9
F001993,24201,"Cabbage, Chinese, boiled, drained",46,1.1,0,0.9
F001990,24201,"Cabbage, Chinese flowering, raw",71,1.3,0.3,0.9
F001988,24201,"Cabbage, Chinese flowering, boiled, drained",74,1.4,0.3,0.9
F001998,24201,"Cabbage, mustard, raw",77,2.3,0.3,0.7
F001997,24201,"Cabbage, mustard, boiled, drained",80,2.4,0.3,0.7
F002006,24201,"Cabbage, red, raw",122,2.2,0.3,2.7
F002003,24201,"Cabbage, red, boiled, drained",127,2.3,0.3,2.8
F002010,24201,"Cabbage, savoy, raw",90,1.7,0.1,2.3
F002009,24201,"Cabbage, savoy, boiled, drained",93,1.8,0.1,2.4
F002015,24201,"Cabbage, white, raw",91,1.3,0.1,2.8
F002014,24201,"Cabbage, white, boiled, drained",94,1.4,0.1,2.9
F002220,23201,"Capers, pickled, canned, drained",126,2.4,0.9,1.7
F002239,24705,"Capsicum, green, fresh, raw",69,0.9,0,2.5
F002238,24705,"Capsicum, green, fresh, fried, no added fat",76,1,0,2.8
F002247,24705,"Capsicum, red, fresh, raw",115,1.1,0.4,4.4
F002246,24705,"Capsicum, red, fresh, fried, no added fat",128,1.2,0.4,4.9
F002266,24301,"Carrot, baby, peeled, fresh, raw",134,0.7,0.1,5.5
F002265,24301,"Carrot, baby, peeled, fresh, boiled, drained",144,0.8,0.1,5.9
F002263,24301,"Carrot, baby, baked, no added fat",146,0.8,0.1,6
F002276,24301,"Carrot, mature, peeled, fresh, raw",146,0.6,0,6.6
F002274,24301,"Carrot, mature, peeled, fresh, baked, no added fat",179,0.7,0,8
F002275,24301,"Carrot, mature, peeled, fresh, boiled, drained",139,1.1,0.3,5.1
F002286,24302,"Cassava, peeled, fresh, raw",587,1.1,0.2,30.4
F002285,24302,"Cassava, peeled, fresh, boiled, drained",632,1.2,0.3,32.7
F002288,24302,"Cassava, white flesh, peeled, fresh, raw",644,0.6,0.3,34.1
F002287,24302,"Cassava, white flesh, peeled, fresh, boiled, drained",692,0.6,0.3,36.7
F002290,24302,"Cassava, yellow flesh, peeled, fresh, raw",531,1.6,0.2,26.7
F002289,24302,"Cassava, yellow flesh, peeled, fresh, boiled, drained",571,1.7,0.2,28.7
F002378,24202,"Cauliflower, fresh, raw",102,1.9,0.2,3.3
F002377,24202,"Cauliflower, fresh, boiled, drained",106,2,0.2,3.4
F002384,24302,"Celeriac, peeled, raw",162,1.6,0.2,5
F002383,24302,"Celeriac, peeled, boiled, drained",174,1.7,0.2,5.4
F002390,24402,"Celery, fresh, raw",63,0.6,0.1,2.2
F002389,24402,"Celery, fresh, fried, no added fat",77,0.7,0.1,2.7
F002884,24302,"Chicory, raw",67,1.8,0.2,0.8
F002883,24302,"Chicory, boiled, drained",78,2.1,0.2,0.9
F002896,24705,"Chilli (chili), green, raw",181,2.8,0.3,1
F002894,24705,"Chilli (chili), green, fried, no added fat",201,3.1,0.3,1.1
F002901,24705,"Chilli (chili), red, raw",200,1.4,0.4,4.2
F002900,24705,"Chilli (chili), red, fried, no added fat",222,1.6,0.4,4.7
F002907,24403,"Chives, raw",120,1.5,0.3,2.6
F002949,24705,"Choko, peeled, fresh, raw",87,0.5,0.2,3.6
F002948,24705,"Choko, peeled, fresh, boiled, drained",103,0.6,0.2,4.3
F003192,24403,"Coriander, fresh, raw",132,3.1,0.6,1.9
F003209,24704,"Corn, fresh on cob, raw",366,3.6,1.8,12.5
F003200,24704,"Corn, fresh on cob, boiled, drained",381,3.8,1.9,13
F003220,24704,"Corn, kernels, canned in brine, drained",391,2.9,1,16.8
F003202,24704,"Corn, kernels, purchased frozen, raw",390,3,0.9,16.8
F003201,24704,"Corn, kernels, purchased frozen, boiled, drained",452,3.1,0.9,19.9
F003319,24705,"Cucumber, common, peeled, raw",50,0.4,0.1,2.1
F003320,24705,"Cucumber, common, unpeeled, raw",50,0.8,0.1,1.2
F003321,24705,"Cucumber, Lebanese, unpeeled, raw",52,0.6,0,2
F003324,24705,"Cucumber, telegraph, unpeeled, raw",56,1.2,0.1,1.4
F003509,24403,"Dill, fresh, raw",170,3.4,1.2,2.5
F003761,24705,"Eggplant, unpeeled, fresh, raw",93,1.1,0.3,2.6
F003760,24705,"Eggplant, unpeeled, fresh, grilled, no added fat",132,1.6,0.4,3.7
F003759,24705,"Eggplant, unpeeled, fresh, baked, no added fat",109,1.3,0.4,3
F003784,24401,"Endive, fresh, raw",58,1.5,0.2,0.4
F003820,24801,"Fennel, fresh, raw",92,1,0.1,3.3
F003819,24801,"Fennel, fresh, boiled, drained",108,1.2,0.1,3.9
F004193,24802,"Garlic, peeled, fresh, raw",522,6.1,2.8,10.2
F004192,24802,"Garlic, peeled, fresh, fried, no added fat",842,9.8,4.5,16.4
F004206,23202,"Gherkin, pickled, drained, commercial",441,0.4,0.3,24.4
F004213,24302,"Ginger, peeled, fresh, raw",132,0.8,0.4,4.8
F004212,24302,"Ginger, peeled, fresh, fried, no added fat",160,1,0.5,5.8
F004781,24201,"Kale, raw",103,3.3,0,0.3
F004820,24201,"Kohlrabi, peeled, fresh, raw",163,3.7,0.1,4.2
F004780,24201,"Kale, cooked, no added fat",147,4.7,0,0.4
F004819,24201,"Kohlrabi, peeled, fresh, boiled, drained",170,3.8,0.1,4.4
F005164,24802,"Leek, fresh, raw",136,2.1,0.4,3.7
F005163,24802,"Leek, fresh, fried, no added fat",164,2.5,0.5,4.4
F005162,24802,"Leek, fresh, boiled, drained",151,2.3,0.4,4.1
F005191,24401,"Lettuce, cos, raw",80,1.4,0.3,1.8
F005192,24401,"Lettuce, iceberg, raw",60,1,0,2.1
F005193,24401,"Lettuce, mignonette, raw",64,1.3,0.3,1.1
F009788,24401,"Mixed leafy greens, commercial, raw",54,2.2,0,0
F005513,24705,"Melon, bitter, fresh, raw",46,0.9,0,0.2
F005514,24705,"Melon, hairy, fresh, raw",61,0.7,0,2
F005700,24403,"Mint, fresh, raw",225,3.1,1.1,4.4
F005813,24803,"Mixed vegetables, purchased frozen, carrot, corn & pea/bean, boiled, drained",187,1.8,0.3,5.9
F005946,24703,"Mushroom, common, fresh, raw",87,2.2,0.4,1.3
F005945,24703,"Mushroom, common, fresh, fried, no added fat",156,4,0.7,2.3
F005949,24703,"Mushroom, common, vitamin D enhanced, fresh, raw",87,2.2,0.4,1.3
F005948,24703,"Mushroom, common, vitamin D enhanced, fresh, fried, no added fat",156,4,0.7,2.3
F006195,24705,"Okra, raw",112,3.1,0.2,1.4
F006194,24705,"Okra, cooked, no added fat",120,3.3,0.2,1.5
F006198,23202,"Olive, green or black, drained",862,2.4,20.5,1.8
F006225,24802,"Onion, mature, brown skinned, peeled, raw",139,1.3,0,5.8
F006224,24802,"Onion, mature, brown skinned, peeled, fresh, fried, no added fat",224,2.1,0,9.4
F006243,24802,"Onion, mature, white skinned, peeled, fresh, raw",128,1.7,0.1,4.7
F006242,24802,"Onion, mature, white skinned, peeled, fresh, fried, no added fat",203,2.7,0.2,7.5
F009800,24802,"Onion, mature, red skinned, raw",113,0.8,0,5.5
F009820,24802,"Onion, mature, red skinned, fried, no added fat",183,1.2,0,8.9
F006250,24802,"Onion, spring, fresh, raw",127,1.7,0.2,4.6
F006249,24802,"Onion, spring, fresh, fried, no added fat",204,2.7,0.3,7.4
F006321,24403,"Parsley, continental, fresh, raw",150,3.9,0.7,1.1
F006322,24403,"Parsley, curly, fresh, raw",96,1.9,0.2,0.4
F006328,24302,"Parsnip, peeled, fresh, raw",237,1.8,0.2,10
F006326,24302,"Parsnip, peeled, fresh, baked, no added fat",289,2.2,0.2,12.2
F006327,24302,"Parsnip, peeled, fresh, boiled, drained",255,1.9,0.2,10.8
F006536,24501,"Pea, green, fresh, raw",294,5.8,0.4,8.1
F006535,24501,"Pea, green, fresh, boiled, drained",251,4.8,0.4,6.4
F006538,24501,"Pea, green, frozen, boiled, drained",261,5.2,0.3,6.4
F007235,24102,"Potato, chips, regular, fast food outlet, deep fried, blended oil, salted",944,3.8,10.1,28.2
F007236,24102,"Potato, chips, regular, fast food outlet, deep fried, monounsaturated oil, salted","1,020",3.8,12.2,28.2
F007238,24102,"Potato, chips, regular, independent takeaway outlet, deep fried, blended oil, salted",997,3.8,11.6,28.2
F007242,24102,"Potato, chips, regular, purchased frozen, baked, no added fat","1,087",4.8,5.4,44.5
F007247,24101,"Potato, coliban, peeled, raw",242,2,0,11.5
F007244,24101,"Potato, coliban, peeled, baked, no added fat",368,3,0,17.4
F007245,24101,"Potato, coliban, peeled, boiled, drained",234,1,0,11.6
F007254,24101,"Potato, desiree, peeled, raw",240,2.3,0,10.7
F007250,24101,"Potato, desiree, peeled, baked, no added fat",364,3.5,0,16.2
F007252,24101,"Potato, desiree, peeled, boiled, drained",245,2.3,0,10.9
F007308,24101,"Potato, new, peeled, raw",272,2.3,0.1,12.8
F007305,24101,"Potato, new, peeled, baked, no added fat",413,3.5,0.2,19.4
F007306,24101,"Potato, new, peeled, boiled, drained",282,2.5,0.1,12.8
F007325,24101,"Potato, pale skin, peeled, raw",242,2,0,11.5
F007320,24101,"Potato, pale skin, peeled, boiled, drained",258,1.5,0.1,12.1
F007314,24101,"Potato, pale skin, peeled, baked, no added fat",368,3,0,17.4
F007361,24101,"Potato, pontiac, peeled, raw",278,2.4,0.1,12.6
F007358,24101,"Potato, pontiac, peeled, baked, no added fat",421,3.6,0.2,19.1
F007359,24101,"Potato, pontiac, peeled, boiled, drained",283,2.4,0.1,12.8
F007368,24101,"Potato, red skin, peeled, raw",240,2.3,0,10.7
F007364,24101,"Potato, red skin, peeled, baked, no added fat",364,3.5,0,16.2
F007366,24101,"Potato, red skin, peeled, boiled, drained",298,2,0,14.2
F007386,24101,"Potato, sebago, peeled, raw",303,2.5,0.2,13.8
