id,classification,name,kj,protein,fat,carbs
F004894,18102,"Lamb, chop, with bone, loin or chump, untrimmed, raw","1,128",20.8,20.9,0
F004893,18102,"Lamb, chop, with bone, loin or chump, untrimmed, grilled, no added fat","1,202",28.4,19.4,0
F004899,18102,"Lamb, chop, with bone, chump, lean, raw",542,22.5,4.3,0
F004898,18102,"Lamb, chop, with bone, chump, lean, grilled, no added fat",957,34.1,10.2,0
F004908,18102,"Lamb, chop, with bone, chump, semi-trimmed, raw",753,21.1,10.6,0
F004907,18102,"Lamb, chop, with bone, chump, semi-trimmed, grilled, no added fat","1,132",31.7,16,0
F004911,18102,"Lamb, chop, with bone, chump, untrimmed, raw",981,19.6,17.5,0
F004910,18102,"Lamb, chop, with bone, chump, untrimmed, grilled, no added fat","1,251",30,20,0
F004928,18102,"Lamb, diced, lean, raw",554,21.3,5.2,0
F004929,18102,"Lamb, diced, lean, stir-fried, no added fat",773,31.3,6.5,0
F004927,18102,"Lamb, diced, lean, casseroled, no added fat",776,32.2,6.2,0
F004931,18102,"Lamb, diced, untrimmed, raw",588,21.1,6.2,0
F004932,18102,"Lamb, diced, untrimmed, stir-fried, no added fat",806,31,7.6,0
F004930,18102,"Lamb, diced, untrimmed, casseroled, no added fat",809,31.8,7.2,0
F004838,18102,"Lamb, boneless dice or strips, lean, raw",541,21.6,4.7,0
F004839,18102,"Lamb, boneless dice or strips, lean, stir-fried, no added fat",768,29.7,7.1,0
F004837,18102,"Lamb, boneless dice or strips, lean, casseroled, no added fat",776,32.2,6.2,0
F004841,18102,"Lamb, boneless dice or strips, untrimmed, raw",583,21.3,6,0
F004842,18102,"Lamb, boneless dice or strips, untrimmed, stir-fried, no added fat",793,29.4,7.9,0
F004840,18102,"Lamb, boneless dice or strips, untrimmed, casseroled, no added fat",802,31.9,7,0
F004948,18102,"Lamb, eye of loin, lean, raw",498,20.8,3.9,0
F004947,18102,"Lamb, eye of loin, lean, microwaved, no added fat",663,26.8,5.6,0
F004951,18102,"Lamb, eye of loin, untrimmed, raw",545,20.6,5.3,0
F004950,18102,"Lamb, eye of loin, untrimmed, microwaved, no added fat",691,26.6,6.5,0
F005074,18102,"Lamb, roasting piece, shoulder, lean, raw",468,18.2,4.3,0
F005067,18102,"Lamb, roasting piece, shoulder, lean, roasted, no added fat",703,29.6,5.4,0
F005075,18102,"Lamb, roasting piece, shoulder, semi-trimmed, raw",695,17.3,10.8,0
F005076,18102,"Lamb, roasting piece, shoulder, semi-trimmed, roasted, no added fat",859,28.2,10.2,0
F005077,18102,"Lamb, roasting piece, shoulder, untrimmed, raw",894,16.5,16.6,0
F005078,18102,"Lamb, roasting piece, shoulder, untrimmed, roasted, no added fat","1,095",26.2,17.5,0
F004885,18102,"Lamb, chop, with bone, forequarter, lean, raw",559,20.5,5.7,0
F004884,18102,"Lamb, chop, with bone, forequarter, lean, grilled, no added fat",898,28,11.4,0
F004887,18102,"Lamb, chop, with bone, forequarter, semi-trimmed, raw",971,18.2,17.9,0
F004886,18102,"Lamb, chop, with bone, forequarter, semi-trimmed, grilled, no added fat","1,108",26.2,17.9,0
F004888,18102,"Lamb, chop, with bone, forequarter, untrimmed, raw","1,126",17.4,22.4,0
F004883,18102,"Lamb, chop, with bone, forequarter, grilled, no added fat","1,172",25.6,19.9,0
F004919,18102,"Lamb, cutlet or frenched cutlet, with bone, lean, raw",585,20.9,6.2,0
F004918,18102,"Lamb, cutlet or frenched cutlet, with bone, lean, grilled, no added fat",837,30.5,8.6,0
F004921,18102,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, raw",890,19.1,15.3,0
F004920,18102,"Lamb, cutlet or frenched cutlet, with bone, semi-trimmed, grilled, no added fat","1,106",27.8,17.1,0
F004923,18102,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, raw",976,18.6,17.8,0
F004922,18102,"Lamb, cutlet or frenched cutlet, with bone, untrimmed, grilled, no added fat","1,163",27.2,18.9,0
F004954,18102,"Lamb, fillet, lean, raw",485,19.8,4,0
F004953,18102,"Lamb, fillet, lean, grilled, no added fat",671,27.5,5.5,0
F004956,18102,"Lamb, fillet, untrimmed, raw",584,19.3,6.9,0
F004955,18102,"Lamb, fillet, untrimmed, grilled, no added fat",707,27.2,6.6,0
F005013,18102,"Lamb, leg roast, lean, raw",477,21.1,3.2,0
F005014,18102,"Lamb, leg roast, lean, roasted, no added fat",742,30.6,6,0
F005015,18102,"Lamb, leg roast, semi-trimmed, raw",604,20.4,7,0
F005016,18102,"Lamb, leg roast, semi-trimmed, roasted, no added fat",840,29.7,9.1,0
F005017,18102,"Lamb, leg roast, untrimmed, raw",786,19.4,12.3,0
F005018,18102,"Lamb, leg roast, untrimmed, roasted, no added fat",958,28.5,12.8,0
F005027,18102,"Lamb, loin chop, lean, raw",671,28.6,5,0
F005026,18102,"Lamb, loin chop, lean, grilled, no added fat",843,29.8,9.1,0
F005037,18102,"Lamb, loin chop, semi-trimmed, raw",856,26.6,10.9,0
F005036,18102,"Lamb, loin chop, semi-trimmed, grilled, no added fat",953,28.7,12.6,0
F005044,18102,"Lamb, loin chop, untrimmed, raw","1,276",22,24.4,0
F005043,18102,"Lamb, loin chop, untrimmed, grilled, no added fat","1,154",26.8,18.9,0
F005049,18102,"Lamb, mince, raw",602,20.4,6.9,0
F005050,18102,"Lamb, mince, stir-fried, no added fat",729,24.4,8.5,0
F005053,18102,"Lamb, mini roast, lean, roasted, no added fat",680,27.8,5.6,0
F005054,18102,"Lamb, mini roast, semi-trimmed, roasted, no added fat",779,27.1,8.6,0
F005055,18102,"Lamb, mini roast, untrimmed, roasted, no added fat",858,26.5,11,0
F005068,18102,"Lamb, roasting piece, leg or mini roast, lean, raw",512,21.5,4,0
F005069,18102,"Lamb, roasting piece, leg or mini roast, lean, roasted, no added fat",711,29.2,5.8,0
F005070,18102,"Lamb, roasting piece, leg or mini roast, semi-trimmed, raw",633,20.8,7.6,0
F005071,18102,"Lamb, roasting piece, leg or mini roast, semi-trimmed, roasted, no added fat",810,28.4,8.8,0
F005072,18102,"Lamb, roasting piece, leg or mini roast, untrimmed, raw",784,19.9,12,0
F005073,18102,"Lamb, roasting piece, leg or mini roast, untrimmed, roasted, no added fat",908,27.5,11.9,0
F005095,18102,"Lamb, steak, boneless, lean, raw",546,21.9,4.7,0
F005094,18102,"Lamb, steak, boneless, lean, grilled, no added fat",769,30.8,6.6,0
F005097,18102,"Lamb, steak, boneless, semi-trimmed, raw",662,21.2,8.2,0
F005096,18102,"Lamb, steak, boneless, semi-trimmed, grilled, no added fat",863,29.9,9.6,0
F005099,18102,"Lamb, steak, boneless, untrimmed, raw",782,20.4,11.8,0
F005098,18102,"Lamb, steak, boneless, untrimmed, grilled, no added fat",937,29.2,11.9,0
F005139,18102,"Lamb, with bone, shin, lean, raw",477,23.9,1.9,0
F005138,18102,"Lamb, with bone, shin, lean, casseroled, no added fat",755,34.6,4.5,0
F005141,18102,"Lamb, with bone, shin, semi-trimmed, raw",617,22.9,6.2,0
F005140,18102,"Lamb, with bone, shin, semi-trimmed, casseroled, no added fat",852,33.4,7.7,0
F005143,18102,"Lamb, with bone, shin, untrimmed, raw",785,21.7,11.2,0
F005142,18102,"Lamb, with bone, shin, untrimmed, casseroled, no added fat",965,32,11.4,0
F005121,18102,"Lamb, stir-fry strips, lean, raw",528,21.9,4.2,0
F005122,18102,"Lamb, stir-fry strips, lean, stir-fried, no added fat",763,28.1,7.7,0
F005120,18102,"Lamb, stir-fry strips, lean, casseroled, no added fat",776,32.2,6.2,0
F005125,18102,"Lamb, stir-fry strips, untrimmed, raw",578,21.6,5.7,0
F005126,18102,"Lamb, stir-fry strips, untrimmed, stir-fried, no added fat",781,28,8.3,0
F005124,18102,"Lamb, stir-fry strips, untrimmed, casseroled, no added fat",794,32,6.8,0
F005977,18102,"Mutton, all cuts, separable fat, raw","2,522",8.2,64.4,0
F005976,18102,"Mutton, all cuts, separable fat, cooked","2,694",10.7,67.9,0
F005979,18102,"Mutton, boneless dice or strips, shoulder, lean, raw",518,21.3,4.2,0
F005978,18102,"Mutton, boneless dice or strips, shoulder, lean, casseroled, no added fat","1,041",36.4,11.4,0
F005981,18102,"Mutton, boneless dice or strips, shoulder, semi-trimmed, raw",678,20.2,9,0
F005980,18102,"Mutton, boneless dice or strips, shoulder, semi-trimmed, casseroled, no added fat","1,115",35.2,13.9,0
F005983,18102,"Mutton, boneless dice or strips, shoulder, untrimmed, raw",716,20,10.2,0
F005982,18102,"Mutton, boneless dice or strips, shoulder, untrimmed, casseroled, no added fat","1,137",34.9,14.7,0
F005997,18102,"Mutton, roasting piece, with bone, leg, lean, raw",509,21.6,3.8,0
F005998,18102,"Mutton, roasting piece, with bone, leg, lean, roasted, no added fat",792,29.8,7.7,0
F005999,18102,"Mutton, roasting piece, with bone, leg, semi-trimmed, raw",634,20.8,7.6,0
F006000,18102,"Mutton, roasting piece, with bone, leg, semi-trimmed, roasted, no added fat",919,28.5,11.7,0
F006001,18102,"Mutton, roasting piece, with bone, leg, untrimmed, raw",811,19.6,12.9,0
F006002,18102,"Mutton, roasting piece, with bone, leg, untrimmed, roasted, no added fat","1,092",26.8,17.2,0
F004230,18202,"Goat, all cuts, separable fat, raw","1,855",12.2,44.6,0
F004229,18202,"Goat, all cuts, separable fat, baked, no added fat","2,556",10,64.5,0
F004233,18202,"Goat, forequarter, lean, raw",432,21.6,1.8,0
F004232,18202,"Goat, forequarter, lean, baked, no added fat",676,30.8,4.2,0
F004235,18202,"Goat, leg, lean, raw",456,22.2,2.1,0
F004234,18202,"Goat, leg, lean, baked, no added fat",695,33.8,3.2,0
F004237,18202,"Goat, loin, lean, raw",432,22.2,1.4,0
F004236,18202,"Goat, loin, lean, baked, no added fat",612,29.2,3.1,0
F004240,18202,"Goat, meat, all cuts, lean, raw",440,22,1.8,0
F004238,18202,"Goat, meat, all cuts, lean, baked, no added fat",661,31.3,3.5,0
F004239,18202,"Goat, meat, all cuts, lean, casseroled, no added fat",871,43.6,3.5,0
F004243,18202,"Goat, meat, all cuts, untrimmed, raw",566,21.2,5.6,0
F004242,18202,"Goat, meat, all cuts, untrimmed, casseroled, no added fat ","1,011",37.8,10,0
F004241,18202,"Goat, meat, all cuts, untrimmed, baked, no added fat",847,29.2,9.5,0
F006862,18103,"Pork, belly, rind removed, raw","1,286",18.6,26.2,0
F006860,18103,"Pork, belly, rind removed, baked, no added fat","1,606",27.4,30.8,0
F006875,18103,"Pork, butterfly steak, lean, raw",469,24.1,1.6,0
F006874,18103,"Pork, butterfly steak, lean, grilled, no added fat",656,32.5,2.8,0
F006866,18103,"Pork, butterfly steak, untrimmed, raw",643,22.7,7,0
F006864,18103,"Pork, butterfly steak, untrimmed, grilled, no added fat",825,30.6,8.2,0
F006883,18103,"Pork, diced, untrimmed, raw",502,22.8,3.1,0
F006881,18103,"Pork, diced, untrimmed, fried, no added fat",647,31.3,3.1,0
F006899,18103,"Pork, fillet, lean, raw",433,23.1,1.1,0
F006892,18103,"Pork, fillet, fully-trimmed, baked, no added fat",566,28.5,2.2,0
F006906,18103,"Pork, forequarter (chop, roast, neck), separable fat, raw","2,042",9.6,50.8,0
F006940,18103,"Pork, forequarter, separable fat, BBQ'd, no added fat","2,179",11.5,53.6,0
F006922,18103,"Pork, forequarter chop, lean, raw",476,19.5,3.9,0
F006921,18103,"Pork, forequarter chop, lean, BBQ'd, no added fat",680,26.3,6.3,0
F006919,18103,"Pork, forequarter chop, semi-trimmed, BBQ'd, no added fat",771,25.4,9.2,0
F006910,18103,"Pork, forequarter chop, untrimmed, raw",785,17.5,13.2,0
F006908,18103,"Pork, forequarter chop, untrimmed, BBQ'd, no added fat",988,23.3,16,0
F006933,18103,"Pork, forequarter shoulder roast, lean, raw",447,19.6,3.1,0
F006932,18103,"Pork, forequarter shoulder roast, lean, BBQ'd, no added fat",658,24.8,6.4,0
F006931,18103,"Pork, forequarter shoulder roast, semi-trimmed, BBQ'd, no added fat",748,24,9.2,0
F006929,18103,"Pork, forequarter shoulder roast, untrimmed, raw",762,17.6,12.5,0
F006927,18103,"Pork, forequarter shoulder roast, untrimmed, BBQ'd, no added fat",901,22.6,14,0
F006953,18103,"Pork, leg roast, untrimmed, raw",685,21.6,8.6,0
F006951,18103,"Pork, leg roast, untrimmed, baked, no added fat",926,31.2,10.7,0
F006965,18103,"Pork, leg steak (rump), separable fat, raw","2,603",8.6,66.4,0
F006964,18103,"Pork, leg steak (rump), separable fat, fried, no added fat","2,191",12,53.7,0
F006963,18103,"Pork, leg steak (round, rump, topside, silverside), lean, raw",466,23.5,1.8,0
F006962,18103,"Pork, leg steak (round, rump, topside, silverside), lean, fried, no added fat",589,28.8,2.7,0
F006960,18103,"Pork, leg steak (round, rump, topside, silverside), untrimmed, raw",486,23.3,2.4,0
F006959,18103,"Pork, leg steak (round, rump, topside, silverside), untrimmed, fried, no added fat",603,28.6,3.1,0
F007016,18103,"Pork, loin chop, separable fat, raw","2,694",7.9,69.2,0
F007015,18103,"Pork, loin chop, separable fat, BBQ'd, no added fat","2,765",8.8,70.7,0
F007019,18103,"Pork, loin chop, lean, raw",461,23.2,1.8,0
F007017,18103,"Pork, loin chop, lean, BBQ'd, no added fat",687,30.6,4.5,0
F007014,18103,"Pork, loin chop, semi-trimmed, raw",573,22.4,5.2,0
F007012,18103,"Pork, loin chop, semi-trimmed, BBQ'd, no added fat",790,29.5,7.8,0
F006993,18103,"Pork, loin chop, untrimmed, raw",705,21.5,9.2,0
F006991,18103,"Pork, loin chop, untrimmed, BBQ'd, no added fat",930,28,12.2,0
F007028,18103,"Pork, loin cutlet, untrimmed, raw",843,21,13.1,0
F007027,18103,"Pork, loin cutlet, untrimmed, fried, no added fat","1,240",30.9,19.3,0
F007035,18103,"Pork, loin roast, separable fat, raw","2,941",5.2,77.1,0
F007034,18103,"Pork, loin roast, separable fat, baked, no added fat","2,629",8.8,67,0
F007037,18103,"Pork, loin roast, lean, raw",478,23.3,2.2,0
F007036,18103,"Pork, loin roast, lean, baked, no added fat",860,31.9,8.6,0
F007030,18103,"Pork, loin roast, untrimmed, raw",943,19.9,16.4,0
F007029,18103,"Pork, loin roast, untrimmed, baked, no added fat","1,093",28.8,16.3,0
F007046,18103,"Pork, medallion or loin steak, separable fat, raw","2,642",6.3,68.5,0
F007045,18103,"Pork, medallion or loin steak, separable fat, fried, no added fat","2,307",14.9,55.5,0
F007049,18103,"Pork, medallion or loin steak, lean, raw",469,24.1,1.6,0
F007048,18103,"Pork, medallion or loin steak, lean, fried, no added fat",631,29.5,3.5,0
F007043,18103,"Pork, medallion or loin steak, untrimmed, raw",615,22.9,6.1,0
F007042,18103,"Pork, medallion or loin steak, untrimmed, fried, no added fat",891,33.2,8.8,0
F007057,18103,"Pork, mince, untrimmed, raw",748,20.9,10.6,0
F007055,18103,"Pork, mince, as purchased, fried, no added fat",849,25.9,11,0
F007074,18103,"Pork, round mini roast, separable fat, raw","1,842",11.3,44.6,0
F007073,18103,"Pork, round mini roast, separable fat, baked, no added fat","1,961",16.3,45.5,0
F007077,18103,"Pork, round mini roast, lean, raw",444,23.7,1.1,0
F007076,18103,"Pork, round mini roast, lean, baked, no added fat",682,34.7,2.5,0
F007072,18103,"Pork, round mini roast, untrimmed, raw",472,23.4,2,0
F007071,18103,"Pork, round mini roast, untrimmed, baked, no added fat",699,34.5,3,0
F007080,18103,"Pork, round steak, lean, raw",416,22.1,1.1,0
F007079,18103,"Pork, round steak, lean, fried, no added fat",563,29.4,1.7,0
F007085,18103,"Pork, rump steak, lean, raw",508,25.3,2.1,0
F007084,18103,"Pork, rump steak, lean, fried, no added fat",627,28.6,3.8,0
F007082,18103,"Pork, rump steak, untrimmed, raw",568,24.8,4,0
F007081,18103,"Pork, rump steak, untrimmed, fried, no added fat",836,36.5,5.8,0
F007092,18103,"Pork, scotch roast, separable fat, raw","2,124",10.7,52.5,0
F007091,18103,"Pork, scotch roast, separable fat, baked, no added fat","2,076",12.2,50.5,0
F007094,18103,"Pork, scotch roast, lean, raw",631,20.6,7.6,0
F007093,18103,"Pork, scotch roast, lean, baked, no added fat",964,30.6,12,0
F007089,18103,"Pork, scotch roast, untrimmed, raw",893,18.9,15.4,0
F007087,18103,"Pork, scotch roast, untrimmed, baked, no added fat","1,024",29.6,14.1,0
F007101,18103,"Pork, silverside steak, lean, raw",456,22.5,2,0
F007100,18103,"Pork, silverside steak, lean, fried, no added fat",585,27.9,3,0
F007098,18103,"Pork, silverside steak, untrimmed, raw",475,22.4,2.6,0
F007117,18103,"Pork, spare ribs, untrimmed, raw","1,198",18.1,24,0
F007113,18103,"Pork, spare ribs, untrimmed, baked, no added fat","1,663",27.4,32.4,0
F007128,18103,"Pork, strips, untrimmed, raw",466,22.4,2.3,0
F007127,18103,"Pork, strips, untrimmed, fried, no added fat",623,31.2,2.5,0
F007132,18103,"Pork, topside steak, lean, raw",482,24,2,0
F007131,18103,"Pork, topside steak, lean, fried, no added fat",582,29.2,2.3,0
F007130,18103,"Pork, topside steak, untrimmed, fried, no added fat",583,29.2,2.4,0
F002568,18301,"Chicken, barbecued, with skin",806,27.5,8.9,0
F002594,18301,"Chicken, breast, lean flesh, raw",412,22.5,0.8,0
F002590,18301,"Chicken, breast, lean flesh, baked, no added fat",637,29,3.9,0
F002593,18301,"Chicken, breast, lean flesh, grilled, no added fat",598,29.8,2.5,0
F002592,18301,"Chicken, breast, lean flesh, fried, no added fat",663,34.5,1.8,0.7
F002591,18301,"Chicken, breast, lean flesh, casseroled, no added fat",596,27,3.7,0
F002597,18301,"Chicken, breast, lean flesh, skin & fat, raw",666,20.2,8.7,0
F002595,18301,"Chicken, breast, lean flesh, skin & fat, baked, no added fat",785,27.7,8.5,0
F002596,18301,"Chicken, breast, lean flesh, skin & fat, casseroled, no added fat",701,26,7,0
F002647,18301,"Chicken, drumstick, lean flesh, raw",492,18.5,4.8,0
F002645,18301,"Chicken, drumstick, lean flesh, baked, no added fat",830,29.9,8.5,0.4
F002646,18301,"Chicken, drumstick, lean flesh, casseroled, no added fat",730,28.6,6.6,0
F002650,18301,"Chicken, drumstick, lean flesh, skin & fat, raw",645,17.6,9.3,0
F002648,18301,"Chicken, drumstick, lean flesh, skin & fat, baked, no added fat",979,28.5,13.2,0.3
F002649,18301,"Chicken, drumstick, lean flesh, skin & fat, casseroled, no added fat",873,26.9,11.2,0
F002739,18301,"Chicken, mince, raw",404,21.4,1.1,0
F009831,18301,"Chicken, mince, fried, no added fat",532,28.1,1.4,0
F009790,18903,"Chicken, schnitzel, baked without fat",868,16.5,9.6,13.1
F002755,18903,"Chicken, nugget, purchased frozen, baked, no added fat","1,172",12.8,17.6,17.3
F002752,18903,"Chicken, nugget, purchased from independent takeaway & fast food chain, fried, undefined oil","1,104",13.1,15.8,16.8
F002751,18903,"Chicken, nugget, purchased from fast food chain, grilled",818,14.8,5.9,19.9
F002769,18301,"Chicken, separable fat, composite, raw","2,392",5.1,62.3,0
F002768,18301,"Chicken, separable fat, composite, cooked, no added fat","2,036",4.3,53,0
F002773,18301,"Chicken, skin, composite, raw","1,515",12.7,35.1,0
F002771,18301,"Chicken, skin, composite, baked, no added fat","1,818",22.3,38.9,0
F002772,18301,"Chicken, skin, composite, casseroled, no added fat","1,742",18,38.8,0
F002806,18301,"Chicken, thigh, lean flesh, raw",436,19.1,3,0
F002804,18301,"Chicken, thigh, lean flesh, baked, no added fat",733,24.2,8.7,0
F009806,18301,"Chicken, thigh, lean flesh, fried, no added fat",662,27.6,5.2,0
F002805,18301,"Chicken, thigh, lean flesh, casseroled, no added fat",810,26.3,9.8,0
F002809,18301,"Chicken, thigh, lean flesh, skin & fat, raw",898,16,16.9,0
F002807,18301,"Chicken, thigh, lean flesh, skin & fat, baked, no added fat",947,23,15,0
F002808,18301,"Chicken, thigh, lean flesh, skin & fat, casseroled, no added fat","1,004",24.1,16.1,0
F002849,18301,"Chicken, wing, lean flesh, raw",470,18.7,4.1,0
F002847,18301,"Chicken, wing, lean flesh, baked, no added fat",810,30.9,7.7,0
F002848,18301,"Chicken, wing, lean flesh, casseroled, no added fat",800,27.9,8.8,0
F002852,18301,"Chicken, wing, lean flesh, skin & fat, raw",917,16.1,17.4,0
F002850,18301,"Chicken, wing, lean flesh, skin & fat, baked, no added fat","1,100",28.1,16.8,0
F002851,18301,"Chicken, wing, lean flesh, skin & fat, casseroled, no added fat","1,067",24.9,17.4,0
F009307,18302,"Turkey, breast, lean flesh, raw",490,21.6,3.3,0
F009306,18302,"Turkey, breast, lean flesh, baked, no added fat",648,29.4,4,0
F009309,18302,"Turkey, breast, lean flesh, skin & fat, raw",663,20.4,8.5,0
F009308,18302,"Turkey, breast, lean flesh, skin & fat, baked, no added fat",809,27.7,9.2,0
F009320,18302,"Turkey, hindquarter, lean flesh, raw",510,18.4,5.3,0
F009319,18302,"Turkey, hindquarter, lean flesh, baked, no added fat",714,26.8,7,0
F009322,18302,"Turkey, hindquarter, lean flesh, skin & fat, raw",782,18.6,12.6,0
F009321,18302,"Turkey, hindquarter, lean flesh, skin & fat, baked, no added fat",911,25.6,12.9,0
F003632,18302,"Duck, lean flesh, raw",506,17.8,5.5,0
F009805,18302,"Duck, breast, lean, raw",383,21.2,0.6,0
F009819,18302,"Duck, breast, lean, fried, no added fat",504,28,0.8,0
F003631,18302,"Duck, lean flesh, baked, no added fat",765,24.3,9.5,0
F003642,18302,"Duck, skin & fat, raw","2,352",9.5,59.2,0
F003641,18302,"Duck, skin & fat, baked, no added fat","2,016",13.4,48.3,0
F003634,18302,"Duck, lean flesh, skin & fat, raw","1,585",13,36.9,0
F003633,18302,"Duck, lean flesh, skin & fat, baked, no added fat","2,114",17.3,49.2,0
F007570,18303,"Quail, lean flesh & skin, raw",722,18.5,11,0
F007569,18303,"Quail, lean flesh & skin, baked, no added fat",826,27.7,9.6,0
F001922,18202,"Buffalo, swamp, cube roll, raw",507,24.4,2.5,0
F001923,18202,"Buffalo, swamp, topside, raw",448,24.6,0.8,0
F001920,18202,"Buffalo, riverine, cube roll, raw",650,23.9,6.6,0
F001921,18202,"Buffalo, riverine, topside, raw",496,24.4,2.2,0
F009789,18202,"Camel, steak, as purchased, raw",514,20.8,4.3,0
F009829,18202,"Camel, steak, as purchased, fried, no added fat",790,32,6.7,0
F002205,18202,"Camel, cube roll, raw",630,20.3,7.7,0
F002206,18202,"Camel, rump, raw",475,21.4,3,0
F009793,34101,"Crocodile, steak, as purchased, raw",406,20.6,1.5,0
F009817,34101,"Crocodile, steak, as purchased, fried, no added fat",677,34.4,2.5,0
F003299,34101,"Crocodile, back leg, raw",455,22,2.2,0
F003301,34101,"Crocodile, tail fillet, raw",442,22.5,1.6,0
F003779,18303,"Emu, steak, as purchased, raw",490,23.4,2.5,0
F003778,183,"Emu, steak, as purchased, fried, no added fat",644,30.8,3.3,0
F003776,18303,"Emu, fan fillet, raw",486,24.7,1.8,0
F009791,18011,"Kangaroo, steak, as purchased, raw",426,22.5,1,0.4
F009815,18011,"Kangaroo, steak, as purchased, fried, no added fat",655,34.6,1.5,0.6
F004793,18201,"Kangaroo, tail, raw",381,20,1.1,0
F004792,18201,"Kangaroo, tail, cooked, no added fat",464,24.4,1.3,0
F004787,18201,"Kangaroo, loin fillet, raw",397,21.4,0.9,0
F004786,18201,"Kangaroo, loin fillet, grilled, no added fat",556,30.1,1.2,0
F004789,18201,"Kangaroo, rump, baked, no added fat",669,33.9,2.5,0
F004790,18201,"Kangaroo, rump, raw",373,20.3,0.8,0
F006282,18303,"Ostrich, fan fillet, raw",424,23.4,0.7,0
F006283,18303,"Ostrich, moon steak, raw",455,23.7,1.4,0
F006698,18303,"Pigeon (squab), whole, raw","1,219",16.2,25.5,0
F007601,18202,"Rabbit, farmed, whole, raw",472,23.2,2.1,0
F007602,18202,"Rabbit, flesh, casseroled, no added fat",712,29.3,5.7,0.2
F002709,18401,"Chicken, liver, raw",466,16.9,4.8,0
F002708,18401,"Chicken, liver, fried, added butter",744,20.2,10.8,0
F005021,18401,"Lamb, liver, grilled, no added fat",822,21.5,11.1,2.6
F000224,18601,"Bacon, middle rasher, separable lean, fried, no added fat",858,31.2,8.5,0.8
F000228,18601,"Bacon, middle rasher, untrimmed, raw","1,310",15.4,28.2,0.2
F000223,18601,"Bacon, middle rasher, separable fat, fried, no added fat","3,204",11.6,81.1,0.4
F000231,18601,"Bacon, shortcut, as purchased without rind, fried, no added fat","1,046",30.4,13.9,0.9
F000544,18606,"Beef, corned, canned",957,21.5,15.7,0.3
F001322,18606,"Braised steak & onions, canned",264,7.2,1.6,4.5
F002756,18605,"Chicken, processed luncheon meat, low or reduced fat",483,20,1.2,4.4
F004025,18502,"Frankfurt, cooked","1,051",14.3,19.9,3.4
F004299,18602,"Ham, leg, lean",467,17,2.5,2
F007459,18602,Prosciutto,"1,224",30.8,18.8,0.3
F007814,18603,"Salami, danish","1,858",19.6,40.2,1.2
F007815,18603,"Salami, hungarian","1,783",21.6,37.4,0.9
F007816,18603,"Salami, mettwurst","1,791",21.9,37.5,0.8
F007817,18603,"Salami, milano","1,781",21.7,36.9,2.2
F007819,18603,"Salami, pepperoni","1,774",23.5,36.1,1.6
F007818,18603,"Salami, all varieties, raw","1,412",21.9,27.4,0.4
F008112,18501,"Sausage, beef, raw",987,14.5,18.7,2.9
F008106,18501,"Sausage, beef, fried, no added fat",947,16.4,16.2,4
F008107,18501,"Sausage, beef, grilled, no added fat",911,17.2,14.9,3.8
F008119,18503,"Sausage, chicken, plain, fried, no added fat",841,18.2,12,4.9
F008116,18503,"Sausage, chicken, flavoured, fried, no added fat",841,18.2,12,4.9
F008126,18603,"Sausage, chorizo, uncooked","1,183",20.1,22.1,1.2
F008125,18603,"Sausage, chorizo, fried, no added fat","1,245",21.2,23.3,1.3
F008137,18501,"Sausage, lamb, plain, fried, no added fat",946,15.6,16.1,4.9
F008136,18501,"Sausage, lamb, flavoured, fried, no added fat",946,15.6,16.1,4.9
F008143,18501,"Sausage, pork, fried, no added fat","1,083",16.5,19.4,4.5
F008740,18606,"Spam, canned","1,238",14.2,26.1,1.9
F009450,18606,"Sausages & vegetables, canned",283,4,2.1,7.8
F009452,18606,"Steak & vegetables, canned",258,4.4,1.9,6.2
F002983,22203,"Coconut, fresh, mature fruit, flesh","1,396",3.8,32.8,3.3
F002985,22203,"Coconut, fresh, young or immature, flesh",353,1.6,5.6,7
F002984,22203,"Coconut, fresh, mature, water or juice",87,0.5,0.1,4.7
F002986,22203,"Coconut, fresh, young or immature, water or juice",109,0.2,0,6.6
F002987,22203,"Coconut, grated & desiccated","2,777",6.9,65.4,7.3
F002982,22203,"Coconut, cream, regular fat",908,1.6,23.2,1.4
F002991,22203,"Coconut, milk, canned, regular fat",620,1.4,15.4,1.7
F002990,22203,"Coconut, milk, canned, reduced fat",288,0.6,7.1,0.9
F006081,22204,"Nut, almond, with skin, raw, unsalted","2,385",19.7,50.5,5.4
F006082,22204,"Nut, almond, with skin, roasted, unsalted","2,461",19.7,52.5,5.4
F006077,22204,"Nut, almond meal","2,568",20.5,55.8,5.1
F006087,22204,"Nut, brazil, raw or blanched, unsalted","2,886",14.4,68.5,2.4
F006088,22204,"Nut, cashew, raw, unsalted","2,540",17,49.2,22.9
F006092,22204,"Nut, cashew, roasted, unsalted","2,530",17,47.7,26.8
F006090,22204,"Nut, cashew, roasted, salted","2,554",17,48.5,26.7
F006095,22204,"Nut, chestnut, raw, unsalted",727,3.4,0.2,32.1
F006096,22204,"Nut, chestnut, roasted, unsalted",724,3.4,0.6,34.3
F006098,22204,"Nut, hazelnut, raw, unsalted","2,689",14.8,61.4,5.1
F006099,22204,"Nut, macadamia, raw, unsalted","3,018",9.2,74,4.5
